party_id,party_number,party_name,party_type,tax_reference,country_code,province,city,industry_code,customer_size,risk_level,status,created_date,last_update_date
100000045,PTY100000045,苏州恒越电子供应链有限公司,ORGANIZATION,9144967971241676,CN,浙江省,杭州市,物流,SMALL,HIGH,ACTIVE,2023-12-28 06:37:00,2023-12-28 06:37:00
100000046,PTY100000046,杭州安拓科技贸易有限公司,ORGANIZATION,9144433723585310,CN,上海市,上海市,物流,SMALL,MEDIUM,ACTIVE,2024-06-18 09:02:00,2024-06-18 09:02:00
100000047,PTY100000047,苏州融信物流贸易有限公司,ORGANIZATION,9144856054759475,CN,浙江省,杭州市,贸易,MEDIUM,MEDIUM,ACTIVE,2024-07-08 10:43:00,2024-07-08 10:43:00
100000048,PTY100000048,苏州嘉禾电子供应链有限公司,ORGANIZATION,9144721855335832,CN,浙江省,杭州市,供应链,SMALL,LOW,ACTIVE,2025-04-23 16:52:00,2025-04-23 16:52:00
100000049,PTY100000049,陈敏,ORGANIZATION,9144118570457049,CN,广东省,深圳市,制造,LARGE,MEDIUM,ACTIVE,2025-03-29 16:23:00,2025-03-29 16:23:00
100000050,PTY100000050,北京融信供应链贸易有限公司,ORGANIZATION,9144569876368241,CN,上海市,上海市,电子,KEY,LOW,ACTIVE,2026-01-27 08:06:00,2026-01-27 08:06:00
100000051,PTY100000051,上海融信贸易供应链有限公司,ORGANIZATION,9144227568171232,CN,上海市,上海市,供应链,KEY,HIGH,ACTIVE,2025-01-14 20:10:00,2025-01-14 20:10:00
100000052,PTY100000052,苏州恒越制造供应链有限公司,ORGANIZATION,9144710444197650,CN,广东省,深圳市,科技,LARGE,LOW,ACTIVE,2024-03-04 12:09:00,2024-03-04 12:09:00
100000053,PTY100000053,苏州明川供应链科技有限公司,ORGANIZATION,9144728261666589,CN,浙江省,杭州市,供应链,KEY,LOW,ACTIVE,2025-03-19 20:12:00,2025-03-19 20:12:00
100000054,PTY100000054,吴超,ORGANIZATION,9144920732849790,CN,浙江省,杭州市,供应链,KEY,LOW,ACTIVE,2024-03-02 03:59:00,2024-03-02 03:59:00
100000055,PTY100000055,杭州远辰科技有限公司,ORGANIZATION,9144573928908678,CN,北京市,北京市,电子,LARGE,LOW,ACTIVE,2025-08-22 07:53:00,2025-08-22 07:53:00
100000056,PTY100000056,杭州启元供应链科技有限公司,ORGANIZATION,9144517166676092,CN,江苏省,苏州市,供应链,LARGE,MEDIUM,ACTIVE,2024-02-25 10:49:00,2024-02-25 10:49:00
100000057,PTY100000057,北京智联医疗有限公司,ORGANIZATION,9144219591149697,CN,江苏省,苏州市,供应链,KEY,LOW,ACTIVE,2025-03-25 21:33:00,2025-03-25 21:33:00
100000058,PTY100000058,深圳融信供应链制造有限公司,ORGANIZATION,9144933880226158,CN,浙江省,杭州市,电子,MEDIUM,LOW,ACTIVE,2025-09-09 18:22:00,2025-09-09 18:22:00
100000059,PTY100000059,上海恒越贸易科技有限公司,ORGANIZATION,9144179488406665,CN,北京市,北京市,医疗,KEY,LOW,ACTIVE,2024-08-02 22:38:00,2024-08-02 22:38:00
100000060,PTY100000060,上海智联材料贸易有限公司,ORGANIZATION,9144168537895666,CN,广东省,深圳市,材料,SMALL,LOW,ACTIVE,2024-11-28 07:51:00,2024-11-28 07:51:00
100000061,PTY100000061,上海远辰贸易制造有限公司,ORGANIZATION,9144170156784749,CN,北京市,北京市,贸易,SMALL,HIGH,ACTIVE,2026-02-05 03:19:00,2026-02-05 03:19:00
100000062,PTY100000062,苏州启元物流科技有限公司,ORGANIZATION,9144915816619507,CN,广东省,深圳市,电子,KEY,LOW,ACTIVE,2025-04-28 19:18:00,2025-04-28 19:18:00
100000063,PTY100000063,杭州远辰电子制造有限公司,ORGANIZATION,9144514882014361,CN,广东省,深圳市,制造,MEDIUM,MEDIUM,ACTIVE,2023-10-15 04:52:00,2023-10-15 04:52:00
100000064,PTY100000064,杭州安拓医疗供应链有限公司,ORGANIZATION,9144731133118307,CN,浙江省,杭州市,材料,KEY,LOW,ACTIVE,2025-09-13 12:17:00,2025-09-13 12:17:00
100000065,PTY100000065,深圳安拓贸易贸易有限公司,ORGANIZATION,9144666528976346,CN,上海市,上海市,制造,KEY,HIGH,ACTIVE,2025-10-17 15:32:00,2025-10-17 15:32:00
100000066,PTY100000066,深圳恒越供应链有限公司,ORGANIZATION,9144866533357163,CN,广东省,深圳市,制造,KEY,LOW,ACTIVE,2025-11-10 22:42:00,2025-11-10 22:42:00
100000067,PTY100000067,深圳启元供应链制造有限公司,ORGANIZATION,9144119482202674,CN,浙江省,杭州市,供应链,MEDIUM,LOW,ACTIVE,2023-11-25 08:22:00,2023-11-25 08:22:00
100000068,PTY100000068,苏州明川科技供应链有限公司,ORGANIZATION,9144176401111736,CN,广东省,深圳市,贸易,MEDIUM,MEDIUM,ACTIVE,2024-02-24 23:38:00,2024-02-24 23:38:00
100000069,PTY100000069,杭州安拓材料科技有限公司,ORGANIZATION,9144443777368334,CN,广东省,深圳市,医疗,KEY,MEDIUM,ACTIVE,2025-09-05 22:10:00,2025-09-05 22:10:00
100000070,PTY100000070,苏州启元电子制造有限公司,ORGANIZATION,9144648433258112,CN,北京市,北京市,贸易,LARGE,LOW,ACTIVE,2025-04-17 18:29:00,2025-04-17 18:29:00
100000071,PTY100000071,深圳恒越医疗制造有限公司,ORGANIZATION,9144490462379884,CN,北京市,北京市,物流,LARGE,LOW,ACTIVE,2026-02-15 00:05:00,2026-02-15 00:05:00
100000072,PTY100000072,杭州华盛材料有限公司,ORGANIZATION,9144843688354108,CN,浙江省,杭州市,材料,LARGE,LOW,ACTIVE,2024-08-27 22:22:00,2024-08-27 22:22:00
100000073,PTY100000073,深圳远辰材料贸易有限公司,ORGANIZATION,9144774294253754,CN,上海市,上海市,医疗,KEY,LOW,ACTIVE,2024-04-09 09:47:00,2024-04-09 09:47:00
100000074,PTY100000074,深圳融信医疗制造有限公司,ORGANIZATION,9144644560505739,CN,浙江省,杭州市,科技,LARGE,MEDIUM,ACTIVE,2024-01-09 19:45:00,2024-01-09 19:45:00
100000075,PTY100000075,北京融信物流供应链有限公司,ORGANIZATION,9144480179166384,CN,广东省,深圳市,制造,MEDIUM,MEDIUM,ACTIVE,2024-12-25 09:17:00,2024-12-25 09:17:00
100000076,PTY100000076,苏州嘉禾贸易贸易有限公司,ORGANIZATION,9144775610487239,CN,广东省,深圳市,电子,MEDIUM,MEDIUM,ACTIVE,2025-06-22 19:20:00,2025-06-22 19:20:00
100000077,PTY100000077,王娜琳,ORGANIZATION,9144699694103067,CN,浙江省,杭州市,医疗,LARGE,LOW,ACTIVE,2026-02-27 08:04:00,2026-02-27 08:04:00
100000078,PTY100000078,杭州恒越制造制造有限公司,ORGANIZATION,9144218376390592,CN,江苏省,苏州市,贸易,MEDIUM,MEDIUM,ACTIVE,2025-11-17 12:28:00,2025-11-17 12:28:00
100000079,PTY100000079,杭州恒越贸易科技有限公司,ORGANIZATION,9144533556473575,CN,北京市,北京市,材料,MEDIUM,MEDIUM,ACTIVE,2024-11-06 23:55:00,2024-11-06 23:55:00
100000080,PTY100000080,深圳明川物流科技有限公司,ORGANIZATION,9144495973029385,CN,江苏省,苏州市,医疗,SMALL,MEDIUM,ACTIVE,2026-02-06 05:25:00,2026-02-06 05:25:00
100000081,PTY100000081,苏州融信贸易科技有限公司,ORGANIZATION,9144623144049876,CN,上海市,上海市,材料,MEDIUM,LOW,ACTIVE,2025-11-10 01:39:00,2025-11-10 01:39:00
100000082,PTY100000082,苏州华盛贸易贸易有限公司,ORGANIZATION,9144223153060732,CN,上海市,上海市,物流,LARGE,MEDIUM,ACTIVE,2026-03-13 12:39:00,2026-03-13 12:39:00
100000083,PTY100000083,深圳华盛材料科技有限公司,ORGANIZATION,9144872871656178,CN,上海市,上海市,电子,MEDIUM,LOW,ACTIVE,2025-07-25 22:24:00,2025-07-25 22:24:00
100000084,PTY100000084,深圳远辰供应链贸易有限公司,ORGANIZATION,9144488893282253,CN,北京市,北京市,医疗,KEY,LOW,ACTIVE,2024-12-15 06:39:00,2024-12-15 06:39:00
100000085,PTY100000085,北京恒越材料制造有限公司,ORGANIZATION,9144538001454361,CN,江苏省,苏州市,贸易,MEDIUM,LOW,ACTIVE,2024-09-20 11:03:00,2024-09-20 11:03:00
100000086,PTY100000086,上海启元医疗科技有限公司,ORGANIZATION,9144156834600261,CN,上海市,上海市,电子,KEY,LOW,ACTIVE,2024-10-03 16:20:00,2024-10-03 16:20:00
100000087,PTY100000087,北京安拓供应链制造有限公司,ORGANIZATION,9144292936248351,CN,广东省,深圳市,物流,MEDIUM,LOW,ACTIVE,2024-03-20 22:02:00,2024-03-20 22:02:00
100000088,PTY100000088,深圳启元电子制造有限公司,ORGANIZATION,9144311625223853,CN,上海市,上海市,电子,LARGE,LOW,ACTIVE,2023-11-10 07:31:00,2023-11-10 07:31:00
100000089,PTY100000089,杭州远辰物流供应链有限公司,ORGANIZATION,9144105360321413,CN,广东省,深圳市,医疗,KEY,LOW,ACTIVE,2024-11-27 13:01:00,2024-11-27 13:01:00
100000090,PTY100000090,深圳安拓医疗科技有限公司,ORGANIZATION,9144343157964776,CN,上海市,上海市,供应链,MEDIUM,LOW,ACTIVE,2024-06-14 14:37:00,2024-06-14 14:37:00
100000091,PTY100000091,上海明川材料贸易有限公司,ORGANIZATION,9144690870254515,CN,广东省,深圳市,制造,MEDIUM,MEDIUM,ACTIVE,2024-09-16 07:48:00,2024-09-16 07:48:00
100000092,PTY100000092,深圳安拓制造贸易有限公司,ORGANIZATION,9144380873461000,CN,上海市,上海市,科技,MEDIUM,LOW,ACTIVE,2025-05-19 00:59:00,2025-05-19 00:59:00
100000093,PTY100000093,北京云启医疗供应链有限公司,ORGANIZATION,9144847668980598,CN,浙江省,杭州市,制造,LARGE,LOW,ACTIVE,2024-12-26 11:36:00,2024-12-26 11:36:00
100000094,PTY100000094,上海智联物流科技有限公司,ORGANIZATION,9144829326155336,CN,江苏省,苏州市,物流,SMALL,LOW,ACTIVE,2024-02-06 20:58:00,2024-02-06 20:58:00
100000095,PTY100000095,深圳智联材料科技有限公司,ORGANIZATION,9144759610231726,CN,广东省,深圳市,贸易,MEDIUM,LOW,ACTIVE,2024-03-11 05:40:00,2024-03-11 05:40:00
100000096,PTY100000096,杭州智联材料有限公司,ORGANIZATION,9144303480347115,CN,北京市,北京市,材料,MEDIUM,HIGH,ACTIVE,2025-02-05 19:41:00,2025-02-05 19:41:00
100000097,PTY100000097,北京嘉禾医疗科技有限公司,ORGANIZATION,9144513469894146,CN,广东省,深圳市,科技,SMALL,LOW,ACTIVE,2024-03-19 17:57:00,2024-03-19 17:57:00
100000098,PTY100000098,杭州明川材料科技有限公司,ORGANIZATION,9144686118082741,CN,浙江省,杭州市,贸易,LARGE,LOW,ACTIVE,2024-01-26 14:36:00,2024-01-26 14:36:00
100000099,PTY100000099,北京云启供应链科技有限公司,ORGANIZATION,9144724401657321,CN,上海市,上海市,供应链,KEY,LOW,ACTIVE,2025-09-11 13:46:00,2025-09-11 13:46:00
100000100,PTY100000100,苏州远辰制造贸易有限公司,ORGANIZATION,9144154409571483,CN,上海市,上海市,科技,KEY,LOW,ACTIVE,2023-11-22 21:08:00,2023-11-22 21:08:00
100000101,PTY100000101,上海安拓材料有限公司,ORGANIZATION,9144417730854440,CN,上海市,上海市,科技,KEY,LOW,ACTIVE,2024-03-21 15:26:00,2024-03-21 15:26:00
100000102,PTY100000102,苏州启元物流有限公司,ORGANIZATION,9144189540907419,CN,北京市,北京市,科技,SMALL,LOW,ACTIVE,2025-05-27 02:08:00,2025-05-27 02:08:00
100000103,PTY100000103,苏州华盛电子贸易有限公司,ORGANIZATION,9144720807589715,CN,浙江省,杭州市,科技,MEDIUM,HIGH,ACTIVE,2026-01-13 02:01:00,2026-01-13 02:01:00
100000104,PTY100000104,苏州远辰供应链贸易有限公司,ORGANIZATION,9144860159724595,CN,北京市,北京市,电子,LARGE,MEDIUM,ACTIVE,2024-03-03 19:10:00,2024-03-03 19:10:00
100000105,PTY100000105,苏州云启医疗供应链有限公司,ORGANIZATION,9144191826713117,CN,江苏省,苏州市,医疗,MEDIUM,LOW,ACTIVE,2024-05-03 05:18:00,2024-05-03 05:18:00
100000106,PTY100000106,苏州安拓贸易制造有限公司,ORGANIZATION,9144126213443527,CN,广东省,深圳市,电子,LARGE,LOW,ACTIVE,2024-09-08 07:34:00,2024-09-08 07:34:00
100000107,PTY100000107,上海嘉禾制造供应链有限公司,ORGANIZATION,9144560746747880,CN,江苏省,苏州市,医疗,KEY,LOW,ACTIVE,2026-01-25 18:33:00,2026-01-25 18:33:00
100000108,PTY100000108,深圳智联贸易贸易有限公司,ORGANIZATION,9144427002164659,CN,江苏省,苏州市,贸易,MEDIUM,LOW,ACTIVE,2023-12-08 03:22:00,2023-12-08 03:22:00
100000109,PTY100000109,苏州智联医疗供应链有限公司,ORGANIZATION,9144330675680000,CN,上海市,上海市,材料,LARGE,LOW,ACTIVE,2024-09-13 23:14:00,2024-09-13 23:14:00
100000110,PTY100000110,北京明川材料贸易有限公司,ORGANIZATION,9144992904379972,CN,北京市,北京市,电子,SMALL,LOW,ACTIVE,2024-01-11 12:16:00,2024-01-11 12:16:00
100000111,PTY100000111,苏州智联电子有限公司,ORGANIZATION,9144747163762980,CN,浙江省,杭州市,制造,LARGE,LOW,ACTIVE,2025-02-23 09:11:00,2025-02-23 09:11:00
100000112,PTY100000112,苏州安拓供应链贸易有限公司,ORGANIZATION,9144148534264683,CN,北京市,北京市,电子,SMALL,LOW,ACTIVE,2024-12-22 13:56:00,2024-12-22 13:56:00
100000113,PTY100000113,杭州恒越物流供应链有限公司,ORGANIZATION,9144907579231498,CN,北京市,北京市,供应链,KEY,LOW,ACTIVE,2024-05-26 10:35:00,2024-05-26 10:35:00
100000114,PTY100000114,上海远辰贸易制造有限公司,ORGANIZATION,9144532122279285,CN,广东省,深圳市,电子,LARGE,LOW,ACTIVE,2025-05-14 04:36:00,2025-05-14 04:36:00
100000115,PTY100000115,杭州启元电子科技有限公司,ORGANIZATION,9144303680400651,CN,浙江省,杭州市,材料,MEDIUM,LOW,ACTIVE,2025-11-09 05:36:00,2025-11-09 05:36:00
100000116,PTY100000116,北京远辰供应链供应链有限公司,ORGANIZATION,9144588938612271,CN,上海市,上海市,材料,MEDIUM,HIGH,ACTIVE,2024-11-12 10:15:00,2024-11-12 10:15:00
100000117,PTY100000117,北京融信电子贸易有限公司,ORGANIZATION,9144568107522363,CN,上海市,上海市,电子,MEDIUM,LOW,ACTIVE,2025-01-03 06:47:00,2025-01-03 06:47:00
100000118,PTY100000118,上海恒越物流科技有限公司,ORGANIZATION,9144286997587025,CN,浙江省,杭州市,贸易,LARGE,LOW,ACTIVE,2024-10-01 15:22:00,2024-10-01 15:22:00
100000119,PTY100000119,苏州远辰制造科技有限公司,ORGANIZATION,9144557962968917,CN,江苏省,苏州市,物流,KEY,LOW,ACTIVE,2024-08-16 03:43:00,2024-08-16 03:43:00
100000120,PTY100000120,苏州华盛科技有限公司,ORGANIZATION,9144642075774411,CN,北京市,北京市,医疗,LARGE,MEDIUM,ACTIVE,2024-01-06 06:35:00,2024-01-06 06:35:00
100000121,PTY100000121,胡伟杰,ORGANIZATION,9144404412657737,CN,广东省,深圳市,电子,LARGE,LOW,ACTIVE,2024-06-03 14:50:00,2024-06-03 14:50:00
100000122,PTY100000122,深圳云启供应链供应链有限公司,ORGANIZATION,9144567551601376,CN,上海市,上海市,制造,KEY,LOW,ACTIVE,2024-04-17 13:08:00,2024-04-17 13:08:00
100000123,PTY100000123,杭州远辰电子贸易有限公司,ORGANIZATION,9144266422547450,CN,上海市,上海市,物流,KEY,LOW,ACTIVE,2024-03-21 17:20:00,2024-03-21 17:20:00
100000124,PTY100000124,杭州嘉禾医疗有限公司,ORGANIZATION,9144324633873429,CN,上海市,上海市,供应链,KEY,LOW,ACTIVE,2026-03-03 02:04:00,2026-03-03 02:04:00
100000125,PTY100000125,深圳恒越贸易科技有限公司,ORGANIZATION,9144117493366756,CN,上海市,上海市,电子,SMALL,LOW,ACTIVE,2025-10-05 08:11:00,2025-10-05 08:11:00
100000126,PTY100000126,北京智联电子贸易有限公司,ORGANIZATION,9144689077859249,CN,浙江省,杭州市,贸易,KEY,LOW,ACTIVE,2024-10-23 17:09:00,2024-10-23 17:09:00
100000127,PTY100000127,北京明川材料贸易有限公司,ORGANIZATION,9144276142409609,CN,江苏省,苏州市,材料,LARGE,LOW,ACTIVE,2024-04-05 19:16:00,2024-04-05 19:16:00
100000128,PTY100000128,深圳恒越物流制造有限公司,ORGANIZATION,9144282823383819,CN,江苏省,苏州市,贸易,MEDIUM,LOW,ACTIVE,2024-10-23 12:57:00,2024-10-23 12:57:00
100000129,PTY100000129,深圳嘉禾科技供应链有限公司,ORGANIZATION,9144346614313333,CN,浙江省,杭州市,贸易,MEDIUM,LOW,ACTIVE,2024-03-29 00:19:00,2024-03-29 00:19:00
100000130,PTY100000130,上海云启物流有限公司,ORGANIZATION,9144418689455961,CN,江苏省,苏州市,医疗,MEDIUM,MEDIUM,ACTIVE,2024-12-18 23:37:00,2024-12-18 23:37:00
100000131,PTY100000131,北京云启供应链贸易有限公司,ORGANIZATION,9144212989897853,CN,广东省,深圳市,供应链,MEDIUM,LOW,ACTIVE,2025-03-10 00:14:00,2025-03-10 00:14:00
100000132,PTY100000132,苏州安拓电子贸易有限公司,ORGANIZATION,9144358259425584,CN,浙江省,杭州市,医疗,LARGE,LOW,ACTIVE,2024-08-26 22:33:00,2024-08-26 22:33:00
100000133,PTY100000133,上海明川制造有限公司,ORGANIZATION,9144608130312484,CN,北京市,北京市,医疗,SMALL,LOW,ACTIVE,2025-03-29 17:32:00,2025-03-29 17:32:00
100000134,PTY100000134,杭州恒越物流贸易有限公司,ORGANIZATION,9144704508393916,CN,江苏省,苏州市,供应链,SMALL,LOW,ACTIVE,2023-11-06 09:25:00,2023-11-06 09:25:00
100000135,PTY100000135,深圳华盛医疗有限公司,ORGANIZATION,9144153519565676,CN,广东省,深圳市,制造,KEY,LOW,ACTIVE,2025-12-26 13:53:00,2025-12-26 13:53:00
100000136,PTY100000136,北京远辰科技贸易有限公司,ORGANIZATION,9144405319439205,CN,浙江省,杭州市,物流,MEDIUM,LOW,ACTIVE,2024-09-13 08:57:00,2024-09-13 08:57:00
100000137,PTY100000137,北京恒越贸易供应链有限公司,ORGANIZATION,9144681846453976,CN,广东省,深圳市,贸易,MEDIUM,LOW,ACTIVE,2024-01-23 15:57:00,2024-01-23 15:57:00
100000138,PTY100000138,杭州华盛物流制造有限公司,ORGANIZATION,9144132605512667,CN,浙江省,杭州市,贸易,MEDIUM,HIGH,ACTIVE,2023-12-26 00:16:00,2023-12-26 00:16:00
