cash_receipt_id,receipt_number,receipt_date,payer_customer_id,receipt_amount,currency_code,receipt_method,remittance_bank_account,status,created_date,last_update_date
1600000023,RCT20241106000023,2024-11-06 01:59:00,300000494,11321.71,CNY,BANK_TRANSFER,622200000000000494,APPLIED,2024-09-09 01:59:00,2024-09-09 01:59:00
1600000024,RCT20241112000024,2024-11-12 01:59:00,300000494,17283.21,CNY,BANK_TRANSFER,622200000000000494,APPLIED,2024-09-09 01:59:00,2024-09-09 01:59:00
1600000025,RCT20241231000025,2024-12-31 01:59:00,300000494,31306.89,CNY,BANK_TRANSFER,622200000000000494,APPLIED,2024-09-09 01:59:00,2024-09-09 01:59:00
1600000026,RCT20251108000026,2025-11-08 15:43:00,300000232,73038.72,CNY,BANK_TRANSFER,622200000000000232,APPLIED,2025-08-05 15:43:00,2025-08-05 15:43:00
1600000027,RCT20250915000027,2025-09-15 15:43:00,300000232,49757.08,CNY,BANK_TRANSFER,622200000000000232,APPLIED,2025-08-05 15:43:00,2025-08-05 15:43:00
1600000028,RCT20251031000028,2025-10-31 15:43:00,300000232,1057.0,CNY,BANK_TRANSFER,622200000000000232,APPLIED,2025-08-05 15:43:00,2025-08-05 15:43:00
1600000029,RCT20251204000029,2025-12-04 15:43:00,300000232,71768.49,CNY,BANK_TRANSFER,622200000000000232,APPLIED,2025-08-05 15:43:00,2025-08-05 15:43:00
1600000030,RCT20260418000030,2026-04-18 05:17:00,300000723,12941.73,CNY,BANK_TRANSFER,622200000000000723,APPLIED,2025-12-20 05:17:00,2025-12-20 05:17:00
1600000031,RCT20260206000031,2026-02-06 05:17:00,300000723,8275.91,CNY,BANK_TRANSFER,622200000000000723,APPLIED,2025-12-20 05:17:00,2025-12-20 05:17:00
1600000032,RCT20260212000032,2026-02-12 05:17:00,300000723,29285.1,CNY,BANK_TRANSFER,622200000000000723,APPLIED,2025-12-20 05:17:00,2025-12-20 05:17:00
1600000033,RCT20241204000033,2024-12-04 03:16:00,300000109,37058.31,CNY,BANK_TRANSFER,622200000000000109,APPLIED,2024-08-02 03:16:00,2024-08-02 03:16:00
1600000034,RCT20241108000034,2024-11-08 03:16:00,300000109,62083.86,CNY,BANK_TRANSFER,622200000000000109,APPLIED,2024-08-02 03:16:00,2024-08-02 03:16:00
1600000035,RCT20250427000035,2025-04-27 06:22:00,300000422,71518.03,CNY,BANK_TRANSFER,622200000000000422,APPLIED,2025-02-05 06:22:00,2025-02-05 06:22:00
1600000036,RCT20251114000036,2025-11-14 07:48:00,300000335,442.92,CNY,BANK_TRANSFER,622200000000000335,APPLIED,2025-10-22 07:48:00,2025-10-22 07:48:00
1600000037,RCT20251204000037,2025-12-04 07:48:00,300000335,9149.16,CNY,BANK_TRANSFER,622200000000000335,APPLIED,2025-10-22 07:48:00,2025-10-22 07:48:00
1600000038,RCT20250615000038,2025-06-15 16:41:00,300000730,92899.06,CNY,BANK_TRANSFER,622200000000000730,APPLIED,2025-04-27 16:41:00,2025-04-27 16:41:00
1600000039,RCT20241027000039,2024-10-27 03:15:00,300000510,17017.47,CNY,BANK_TRANSFER,622200000000000510,APPLIED,2024-09-04 03:15:00,2024-09-04 03:15:00
1600000040,RCT20241021000040,2024-10-21 03:15:00,300000510,58589.88,CNY,BANK_TRANSFER,622200000000000510,APPLIED,2024-09-04 03:15:00,2024-09-04 03:15:00
1600000041,RCT20241018000041,2024-10-18 03:15:00,300000510,182800.08,CNY,BANK_TRANSFER,622200000000000510,APPLIED,2024-09-04 03:15:00,2024-09-04 03:15:00
1600000042,RCT20241006000042,2024-10-06 03:15:00,300000510,41235.53,CNY,BANK_TRANSFER,622200000000000510,APPLIED,2024-09-04 03:15:00,2024-09-04 03:15:00
1600000043,RCT20250201000043,2025-02-01 01:52:00,300000082,60126.41,CNY,BANK_TRANSFER,622200000000000082,APPLIED,2024-12-20 01:52:00,2024-12-20 01:52:00
1600000044,RCT20250313000044,2025-03-13 01:52:00,300000082,113633.83,CNY,BANK_TRANSFER,622200000000000082,APPLIED,2024-12-20 01:52:00,2024-12-20 01:52:00
1600000045,RCT20250131000045,2025-01-31 01:52:00,300000082,2185.52,CNY,BANK_TRANSFER,622200000000000082,APPLIED,2024-12-20 01:52:00,2024-12-20 01:52:00
1600000046,RCT20250531000046,2025-05-31 11:22:00,300000922,87466.55,CNY,BANK_TRANSFER,622200000000000922,APPLIED,2025-02-08 11:22:00,2025-02-08 11:22:00
1600000047,RCT20250331000047,2025-03-31 11:22:00,300000922,33735.28,CNY,BANK_TRANSFER,622200000000000922,APPLIED,2025-02-08 11:22:00,2025-02-08 11:22:00
1600000048,RCT20250606000048,2025-06-06 11:22:00,300000922,1743.09,CNY,BANK_TRANSFER,622200000000000922,APPLIED,2025-02-08 11:22:00,2025-02-08 11:22:00
1600000049,RCT20250407000049,2025-04-07 11:22:00,300000922,655.75,CNY,BANK_TRANSFER,622200000000000922,APPLIED,2025-02-08 11:22:00,2025-02-08 11:22:00
1600000050,RCT20240812000050,2024-08-12 20:02:00,300000630,58758.78,CNY,BANK_TRANSFER,622200000000000630,APPLIED,2024-04-13 20:02:00,2024-04-13 20:02:00
1600000051,RCT20240614000051,2024-06-14 20:02:00,300000630,68161.37,CNY,BANK_TRANSFER,622200000000000630,APPLIED,2024-04-13 20:02:00,2024-04-13 20:02:00
1600000052,RCT20251228000052,2025-12-28 11:08:00,300000074,7644.02,CNY,BANK_TRANSFER,622200000000000074,APPLIED,2025-11-09 11:08:00,2025-11-09 11:08:00
1600000053,RCT20251202000053,2025-12-02 11:08:00,300000074,49433.95,CNY,BANK_TRANSFER,622200000000000074,APPLIED,2025-11-09 11:08:00,2025-11-09 11:08:00
1600000054,RCT20260502000054,2026-05-02 11:09:00,300000684,22458.0,CNY,BANK_TRANSFER,622200000000000684,APPLIED,2026-02-27 11:09:00,2026-02-27 11:09:00
1600000055,RCT20260613000055,2026-06-13 11:09:00,300000684,5748.12,CNY,BANK_TRANSFER,622200000000000684,APPLIED,2026-02-27 11:09:00,2026-02-27 11:09:00
1600000056,RCT20260609000056,2026-06-09 11:09:00,300000684,67745.71,CNY,BANK_TRANSFER,622200000000000684,APPLIED,2026-02-27 11:09:00,2026-02-27 11:09:00
1600000057,RCT20250622000057,2025-06-22 08:14:00,300000294,14799.7,CNY,BANK_TRANSFER,622200000000000294,APPLIED,2025-04-11 08:14:00,2025-04-11 08:14:00
1600000058,RCT20250621000058,2025-06-21 08:14:00,300000294,11291.76,CNY,BANK_TRANSFER,622200000000000294,APPLIED,2025-04-11 08:14:00,2025-04-11 08:14:00
1600000059,RCT20250802000059,2025-08-02 08:14:00,300000294,9014.1,CNY,BANK_TRANSFER,622200000000000294,APPLIED,2025-04-11 08:14:00,2025-04-11 08:14:00
1600000060,RCT20250617000060,2025-06-17 08:14:00,300000294,44616.2,CNY,BANK_TRANSFER,622200000000000294,APPLIED,2025-04-11 08:14:00,2025-04-11 08:14:00
1600000061,RCT20241122000061,2024-11-22 01:07:00,300000287,110875.29,CNY,BANK_TRANSFER,622200000000000287,APPLIED,2024-08-26 01:07:00,2024-08-26 01:07:00
1600000062,RCT20241201000062,2024-12-01 01:07:00,300000287,23862.12,CNY,BANK_TRANSFER,622200000000000287,APPLIED,2024-08-26 01:07:00,2024-08-26 01:07:00
1600000063,RCT20250107000063,2025-01-07 01:07:00,300000287,98539.62,CNY,BANK_TRANSFER,622200000000000287,APPLIED,2024-08-26 01:07:00,2024-08-26 01:07:00
1600000064,RCT20240922000064,2024-09-22 01:07:00,300000287,82909.14,CNY,BANK_TRANSFER,622200000000000287,APPLIED,2024-08-26 01:07:00,2024-08-26 01:07:00
1600000065,RCT20250525000065,2025-05-25 10:09:00,300000529,68014.8,CNY,BANK_TRANSFER,622200000000000529,APPLIED,2025-02-25 10:09:00,2025-02-25 10:09:00
1600000066,RCT20250223000066,2025-02-23 13:32:00,300000357,5688.61,CNY,BANK_TRANSFER,622200000000000357,APPLIED,2025-01-22 13:32:00,2025-01-22 13:32:00
1600000067,RCT20260423000067,2026-04-23 19:10:00,300000208,16233.28,CNY,BANK_TRANSFER,622200000000000208,APPLIED,2026-03-24 19:10:00,2026-03-24 19:10:00
1600000068,RCT20250109000068,2025-01-09 05:01:00,300000008,111734.64,CNY,BANK_TRANSFER,622200000000000008,APPLIED,2024-09-28 05:01:00,2024-09-28 05:01:00
1600000069,RCT20250123000069,2025-01-23 05:01:00,300000008,198513.32,CNY,BANK_TRANSFER,622200000000000008,APPLIED,2024-09-28 05:01:00,2024-09-28 05:01:00
1600000070,RCT20241113000070,2024-11-13 05:01:00,300000008,48242.62,CNY,BANK_TRANSFER,622200000000000008,APPLIED,2024-09-28 05:01:00,2024-09-28 05:01:00
1600000071,RCT20250118000071,2025-01-18 05:01:00,300000008,12919.16,CNY,BANK_TRANSFER,622200000000000008,APPLIED,2024-09-28 05:01:00,2024-09-28 05:01:00
1600000072,RCT20240723000072,2024-07-23 18:52:00,300000206,138378.83,CNY,BANK_TRANSFER,622200000000000205,APPLIED,2024-04-18 18:52:00,2024-04-18 18:52:00
1600000073,RCT20250514000073,2025-05-14 01:07:00,300000071,14001.76,CNY,BANK_TRANSFER,622200000000000071,APPLIED,2025-02-17 01:07:00,2025-02-17 01:07:00
1600000074,RCT20260124000074,2026-01-24 15:36:00,300000584,29548.08,CNY,BANK_TRANSFER,622200000000000584,APPLIED,2025-12-27 15:36:00,2025-12-27 15:36:00
1600000075,RCT20260221000075,2026-02-21 15:36:00,300000584,72162.04,CNY,BANK_TRANSFER,622200000000000584,APPLIED,2025-12-27 15:36:00,2025-12-27 15:36:00
1600000076,RCT20260111000076,2026-01-11 15:36:00,300000584,27568.59,CNY,BANK_TRANSFER,622200000000000584,APPLIED,2025-12-27 15:36:00,2025-12-27 15:36:00
1600000077,RCT20240823000077,2024-08-23 05:45:00,300000539,11378.92,CNY,BANK_TRANSFER,622200000000000539,APPLIED,2024-07-29 05:45:00,2024-07-29 05:45:00
1600000078,RCT20250427000078,2025-04-27 18:26:00,300000428,105196.18,CNY,BANK_TRANSFER,622200000000000428,APPLIED,2025-02-20 18:26:00,2025-02-20 18:26:00
1600000079,RCT20250527000079,2025-05-27 18:26:00,300000428,73086.08,CNY,BANK_TRANSFER,622200000000000428,APPLIED,2025-02-20 18:26:00,2025-02-20 18:26:00
1600000080,RCT20250407000080,2025-04-07 18:26:00,300000428,17617.55,CNY,BANK_TRANSFER,622200000000000428,APPLIED,2025-02-20 18:26:00,2025-02-20 18:26:00
1600000081,RCT20240707000081,2024-07-07 02:38:00,300000539,100716.67,CNY,BANK_TRANSFER,622200000000000539,APPLIED,2024-05-19 02:38:00,2024-05-19 02:38:00
1600000082,RCT20240808000082,2024-08-08 02:38:00,300000539,34182.6,CNY,BANK_TRANSFER,622200000000000539,APPLIED,2024-05-19 02:38:00,2024-05-19 02:38:00
1600000083,RCT20250929000083,2025-09-29 20:11:00,300000728,68147.79,CNY,BANK_TRANSFER,622200000000000728,APPLIED,2025-06-06 20:11:00,2025-06-06 20:11:00
1600000084,RCT20250718000084,2025-07-18 20:11:00,300000728,15320.47,CNY,BANK_TRANSFER,622200000000000728,APPLIED,2025-06-06 20:11:00,2025-06-06 20:11:00
1600000085,RCT20240812000085,2024-08-12 14:44:00,300000371,29929.85,CNY,BANK_TRANSFER,622200000000000371,APPLIED,2024-06-07 14:44:00,2024-06-07 14:44:00
1600000086,RCT20250616000086,2025-06-16 16:51:00,300000531,45932.61,CNY,BANK_TRANSFER,622200000000000531,APPLIED,2025-05-14 16:51:00,2025-05-14 16:51:00
1600000087,RCT20240923000087,2024-09-23 17:24:00,300000940,141863.62,CNY,BANK_TRANSFER,622200000000000940,APPLIED,2024-07-21 17:24:00,2024-07-21 17:24:00
1600000088,RCT20241124000088,2024-11-24 17:24:00,300000940,1327.65,CNY,BANK_TRANSFER,622200000000000940,APPLIED,2024-07-21 17:24:00,2024-07-21 17:24:00
1600000089,RCT20260209000089,2026-02-09 00:14:00,300000193,38083.11,CNY,BANK_TRANSFER,622200000000000193,APPLIED,2026-01-09 00:14:00,2026-01-09 00:14:00
1600000090,RCT20250514000090,2025-05-14 12:42:00,300000694,176867.49,CNY,BANK_TRANSFER,622200000000000694,APPLIED,2025-04-06 12:42:00,2025-04-06 12:42:00
1600000091,RCT20250430000091,2025-04-30 09:48:00,300000111,150026.6,CNY,BANK_TRANSFER,622200000000000111,APPLIED,2025-01-29 09:48:00,2025-01-29 09:48:00
1600000092,RCT20241206000092,2024-12-06 16:55:00,300000435,126064.89,CNY,BANK_TRANSFER,622200000000000435,APPLIED,2024-08-23 16:55:00,2024-08-23 16:55:00
1600000093,RCT20251106000093,2025-11-06 17:43:00,300000971,1851.17,CNY,BANK_TRANSFER,622200000000000971,APPLIED,2025-10-04 17:43:00,2025-10-04 17:43:00
1600000094,RCT20260212000094,2026-02-12 17:43:00,300000971,18868.47,CNY,BANK_TRANSFER,622200000000000971,APPLIED,2025-10-04 17:43:00,2025-10-04 17:43:00
1600000095,RCT20260112000095,2026-01-12 17:43:00,300000971,28334.77,CNY,BANK_TRANSFER,622200000000000971,APPLIED,2025-10-04 17:43:00,2025-10-04 17:43:00
1600000096,RCT20260123000096,2026-01-23 11:03:00,300000620,90406.22,CNY,BANK_TRANSFER,622200000000000620,APPLIED,2025-11-21 11:03:00,2025-11-21 11:03:00
1600000097,RCT20260206000097,2026-02-06 23:38:00,300000496,3068.98,CNY,BANK_TRANSFER,622200000000000496,APPLIED,2025-12-04 23:38:00,2025-12-04 23:38:00
1600000098,RCT20251117000098,2025-11-17 15:34:00,300000808,90009.78,CNY,BANK_TRANSFER,622200000000000808,APPLIED,2025-09-01 15:34:00,2025-09-01 15:34:00
1600000099,RCT20260523000099,2026-05-23 20:45:00,300000153,98461.37,CNY,BANK_TRANSFER,622200000000000153,APPLIED,2026-03-28 20:45:00,2026-03-28 20:45:00
1600000100,RCT20260424000100,2026-04-24 20:45:00,300000153,14675.0,CNY,BANK_TRANSFER,622200000000000153,APPLIED,2026-03-28 20:45:00,2026-03-28 20:45:00
1600000101,RCT20260531000101,2026-05-31 20:45:00,300000153,1988.22,CNY,BANK_TRANSFER,622200000000000153,APPLIED,2026-03-28 20:45:00,2026-03-28 20:45:00
1600000102,RCT20260122000102,2026-01-22 09:33:00,300000615,12901.79,CNY,BANK_TRANSFER,622200000000000615,APPLIED,2025-09-21 09:33:00,2025-09-21 09:33:00
1600000103,RCT20250713000103,2025-07-13 22:50:00,300000490,11010.6,CNY,BANK_TRANSFER,622200000000000490,APPLIED,2025-06-10 22:50:00,2025-06-10 22:50:00
1600000104,RCT20251021000104,2025-10-21 22:50:00,300000490,2150.3,CNY,BANK_TRANSFER,622200000000000490,APPLIED,2025-06-10 22:50:00,2025-06-10 22:50:00
1600000105,RCT20240820000105,2024-08-20 20:18:00,300000799,40167.18,CNY,BANK_TRANSFER,622200000000000799,APPLIED,2024-07-30 20:18:00,2024-07-30 20:18:00
1600000106,RCT20240809000106,2024-08-09 20:18:00,300000799,1063.07,CNY,BANK_TRANSFER,622200000000000799,APPLIED,2024-07-30 20:18:00,2024-07-30 20:18:00
1600000107,RCT20241015000107,2024-10-15 20:18:00,300000799,7618.43,CNY,BANK_TRANSFER,622200000000000799,APPLIED,2024-07-30 20:18:00,2024-07-30 20:18:00
1600000108,RCT20241206000108,2024-12-06 20:18:00,300000799,79616.06,CNY,BANK_TRANSFER,622200000000000799,APPLIED,2024-07-30 20:18:00,2024-07-30 20:18:00
1600000109,RCT20260428000109,2026-04-28 05:07:00,300000073,133686.65,CNY,BANK_TRANSFER,622200000000000073,APPLIED,2025-12-30 05:07:00,2025-12-30 05:07:00
1600000110,RCT20260503000110,2026-05-03 05:07:00,300000073,113320.15,CNY,BANK_TRANSFER,622200000000000073,APPLIED,2025-12-30 05:07:00,2025-12-30 05:07:00
1600000111,RCT20260401000111,2026-04-01 05:07:00,300000073,35525.75,CNY,BANK_TRANSFER,622200000000000073,APPLIED,2025-12-30 05:07:00,2025-12-30 05:07:00
1600000112,RCT20260126000112,2026-01-26 05:07:00,300000073,14147.27,CNY,BANK_TRANSFER,622200000000000073,APPLIED,2025-12-30 05:07:00,2025-12-30 05:07:00
1600000113,RCT20251113000113,2025-11-13 11:09:00,300000187,34185.84,CNY,BANK_TRANSFER,622200000000000187,APPLIED,2025-09-19 11:09:00,2025-09-19 11:09:00
1600000114,RCT20260111000114,2026-01-11 11:09:00,300000187,17266.0,CNY,BANK_TRANSFER,622200000000000187,APPLIED,2025-09-19 11:09:00,2025-09-19 11:09:00
1600000115,RCT20250524000115,2025-05-24 07:56:00,300000429,92414.84,CNY,BANK_TRANSFER,622200000000000429,APPLIED,2025-02-13 07:56:00,2025-02-13 07:56:00
1600000116,RCT20251001000116,2025-10-01 22:34:00,300000811,44294.8,CNY,BANK_TRANSFER,622200000000000811,APPLIED,2025-08-07 22:34:00,2025-08-07 22:34:00
1600000117,RCT20250831000117,2025-08-31 22:34:00,300000811,67883.72,CNY,BANK_TRANSFER,622200000000000811,APPLIED,2025-08-07 22:34:00,2025-08-07 22:34:00
1600000118,RCT20260315000118,2026-03-15 23:19:00,300000842,23834.17,CNY,BANK_TRANSFER,622200000000000842,APPLIED,2026-01-17 23:19:00,2026-01-17 23:19:00
1600000119,RCT20240828000119,2024-08-28 06:10:00,300000067,32008.61,CNY,BANK_TRANSFER,622200000000000067,APPLIED,2024-06-28 06:10:00,2024-06-28 06:10:00
1600000120,RCT20241017000120,2024-10-17 06:10:00,300000067,5057.98,CNY,BANK_TRANSFER,622200000000000067,APPLIED,2024-06-28 06:10:00,2024-06-28 06:10:00
1600000121,RCT20240828000121,2024-08-28 19:25:00,300000393,30853.34,CNY,BANK_TRANSFER,622200000000000393,APPLIED,2024-07-03 19:25:00,2024-07-03 19:25:00
1600000122,RCT20260224000122,2026-02-24 06:27:00,300000469,4499.28,CNY,BANK_TRANSFER,622200000000000469,APPLIED,2025-11-23 06:27:00,2025-11-23 06:27:00
1600000123,RCT20250416000123,2025-04-16 10:06:00,300000801,15586.16,CNY,BANK_TRANSFER,622200000000000801,APPLIED,2025-02-05 10:06:00,2025-02-05 10:06:00
1600000124,RCT20250630000124,2025-06-30 14:28:00,300000177,28974.74,CNY,BANK_TRANSFER,622200000000000177,APPLIED,2025-03-10 14:28:00,2025-03-10 14:28:00
1600000125,RCT20260809000125,2026-08-09 14:19:00,300000214,20580.59,CNY,BANK_TRANSFER,622200000000000214,APPLIED,2026-03-29 14:19:00,2026-03-29 14:19:00
1600000126,RCT20260622000126,2026-06-22 14:19:00,300000214,24118.81,CNY,BANK_TRANSFER,622200000000000214,APPLIED,2026-03-29 14:19:00,2026-03-29 14:19:00
1600000127,RCT20260529000127,2026-05-29 14:19:00,300000214,34977.73,CNY,BANK_TRANSFER,622200000000000214,APPLIED,2026-03-29 14:19:00,2026-03-29 14:19:00
1600000128,RCT20260610000128,2026-06-10 14:19:00,300000214,40974.09,CNY,BANK_TRANSFER,622200000000000214,APPLIED,2026-03-29 14:19:00,2026-03-29 14:19:00
1600000129,RCT20251217000129,2025-12-17 23:05:00,300000272,24588.31,CNY,BANK_TRANSFER,622200000000000272,APPLIED,2025-10-28 23:05:00,2025-10-28 23:05:00
1600000130,RCT20260102000130,2026-01-02 23:05:00,300000272,10621.36,CNY,BANK_TRANSFER,622200000000000272,APPLIED,2025-10-28 23:05:00,2025-10-28 23:05:00
1600000131,RCT20260208000131,2026-02-08 21:57:00,300000585,65945.16,CNY,BANK_TRANSFER,622200000000000585,APPLIED,2026-01-09 21:57:00,2026-01-09 21:57:00
1600000132,RCT20241106000132,2024-11-06 21:43:00,300000658,97207.45,CNY,BANK_TRANSFER,622200000000000658,APPLIED,2024-07-05 21:43:00,2024-07-05 21:43:00
1600000133,RCT20250718000133,2025-07-18 22:41:00,300000398,103473.96,CNY,BANK_TRANSFER,622200000000000398,APPLIED,2025-03-10 22:41:00,2025-03-10 22:41:00
1600000134,RCT20250507000134,2025-05-07 22:41:00,300000398,163345.58,CNY,BANK_TRANSFER,622200000000000398,APPLIED,2025-03-10 22:41:00,2025-03-10 22:41:00
1600000135,RCT20250719000135,2025-07-19 10:11:00,300000201,47365.99,CNY,BANK_TRANSFER,622200000000000201,APPLIED,2025-06-30 10:11:00,2025-06-30 10:11:00
1600000136,RCT20250803000136,2025-08-03 10:11:00,300000201,53299.07,CNY,BANK_TRANSFER,622200000000000201,APPLIED,2025-06-30 10:11:00,2025-06-30 10:11:00
1600000137,RCT20250911000137,2025-09-11 10:11:00,300000201,181976.43,CNY,BANK_TRANSFER,622200000000000201,APPLIED,2025-06-30 10:11:00,2025-06-30 10:11:00
1600000138,RCT20251206000138,2025-12-06 14:55:00,300000484,20230.2,CNY,BANK_TRANSFER,622200000000000484,APPLIED,2025-09-14 14:55:00,2025-09-14 14:55:00
1600000139,RCT20251111000139,2025-11-11 14:55:00,300000484,1275.71,CNY,BANK_TRANSFER,622200000000000484,APPLIED,2025-09-14 14:55:00,2025-09-14 14:55:00
1600000140,RCT20251012000140,2025-10-12 14:55:00,300000484,13806.38,CNY,BANK_TRANSFER,622200000000000484,APPLIED,2025-09-14 14:55:00,2025-09-14 14:55:00
1600000141,RCT20240425000141,2024-04-25 00:27:00,300000910,42643.06,CNY,BANK_TRANSFER,622200000000000910,APPLIED,2024-04-10 00:27:00,2024-04-10 00:27:00
1600000142,RCT20240731000142,2024-07-31 09:02:00,300000661,27685.98,CNY,BANK_TRANSFER,622200000000000661,APPLIED,2024-05-23 09:02:00,2024-05-23 09:02:00
1600000143,RCT20260321000143,2026-03-21 18:10:00,300000566,162925.35,CNY,BANK_TRANSFER,622200000000000566,APPLIED,2026-03-01 18:10:00,2026-03-01 18:10:00
1600000144,RCT20240714000144,2024-07-14 12:33:00,300000338,13344.97,CNY,BANK_TRANSFER,622200000000000338,APPLIED,2024-06-26 12:33:00,2024-06-26 12:33:00
1600000145,RCT20251103000145,2025-11-03 07:23:00,300000125,15944.87,CNY,BANK_TRANSFER,622200000000000125,APPLIED,2025-07-11 07:23:00,2025-07-11 07:23:00
1600000146,RCT20251207000146,2025-12-07 19:18:00,300000747,12019.47,CNY,BANK_TRANSFER,622200000000000747,APPLIED,2025-08-16 19:18:00,2025-08-16 19:18:00
1600000147,RCT20250917000147,2025-09-17 19:45:00,300000540,50041.26,CNY,BANK_TRANSFER,622200000000000540,APPLIED,2025-08-19 19:45:00,2025-08-19 19:45:00
1600000148,RCT20251117000148,2025-11-17 21:30:00,300000652,15679.77,CNY,BANK_TRANSFER,622200000000000652,APPLIED,2025-09-06 21:30:00,2025-09-06 21:30:00
1600000149,RCT20250803000149,2025-08-03 04:34:00,300000230,42819.48,CNY,BANK_TRANSFER,622200000000000230,APPLIED,2025-06-29 04:34:00,2025-06-29 04:34:00
1600000150,RCT20250625000150,2025-06-25 05:30:00,300000088,11220.7,CNY,BANK_TRANSFER,622200000000000088,APPLIED,2025-04-29 05:30:00,2025-04-29 05:30:00
1600000151,RCT20250515000151,2025-05-15 05:30:00,300000088,33710.01,CNY,BANK_TRANSFER,622200000000000088,APPLIED,2025-04-29 05:30:00,2025-04-29 05:30:00
1600000152,RCT20250418000152,2025-04-18 13:14:00,300000088,4507.41,CNY,BANK_TRANSFER,622200000000000088,APPLIED,2025-03-30 13:14:00,2025-03-30 13:14:00
1600000153,RCT20241022000153,2024-10-22 01:24:00,300000916,3898.0,CNY,BANK_TRANSFER,622200000000000916,APPLIED,2024-08-31 01:24:00,2024-08-31 01:24:00
1600000154,RCT20250107000154,2025-01-07 01:24:00,300000916,5761.46,CNY,BANK_TRANSFER,622200000000000916,APPLIED,2024-08-31 01:24:00,2024-08-31 01:24:00
