party_id,party_name,party_type,tax_reference,industry_code,customer_size,risk_level,province,city,status
100000046,杭州安拓科技贸易有限公司,ORGANIZATION,9144433723585310,物流,SMALL,MEDIUM,上海市,上海市,ACTIVE
100000047,苏州融信物流贸易有限公司,ORGANIZATION,9144856054759475,贸易,MEDIUM,MEDIUM,浙江省,杭州市,ACTIVE
100000048,苏州嘉禾电子供应链有限公司,ORGANIZATION,9144721855335832,供应链,SMALL,LOW,浙江省,杭州市,ACTIVE
100000049,陈敏,ORGANIZATION,9144118570457049,制造,LARGE,MEDIUM,广东省,深圳市,ACTIVE
100000050,北京融信供应链贸易有限公司,ORGANIZATION,9144569876368241,电子,KEY,LOW,上海市,上海市,ACTIVE
100000051,上海融信贸易供应链有限公司,ORGANIZATION,9144227568171232,供应链,KEY,HIGH,上海市,上海市,ACTIVE
100000052,苏州恒越制造供应链有限公司,ORGANIZATION,9144710444197650,科技,LARGE,LOW,广东省,深圳市,ACTIVE
100000053,苏州明川供应链科技有限公司,ORGANIZATION,9144728261666589,供应链,KEY,LOW,浙江省,杭州市,ACTIVE
100000054,吴超,ORGANIZATION,9144920732849790,供应链,KEY,LOW,浙江省,杭州市,ACTIVE
100000055,杭州远辰科技有限公司,ORGANIZATION,9144573928908678,电子,LARGE,LOW,北京市,北京市,ACTIVE
100000056,杭州启元供应链科技有限公司,ORGANIZATION,9144517166676092,供应链,LARGE,MEDIUM,江苏省,苏州市,ACTIVE
100000057,北京智联医疗有限公司,ORGANIZATION,9144219591149697,供应链,KEY,LOW,江苏省,苏州市,ACTIVE
100000058,深圳融信供应链制造有限公司,ORGANIZATION,9144933880226158,电子,MEDIUM,LOW,浙江省,杭州市,ACTIVE
100000059,上海恒越贸易科技有限公司,ORGANIZATION,9144179488406665,医疗,KEY,LOW,北京市,北京市,ACTIVE
100000060,上海智联材料贸易有限公司,ORGANIZATION,9144168537895666,材料,SMALL,LOW,广东省,深圳市,ACTIVE
100000061,上海远辰贸易制造有限公司,ORGANIZATION,9144170156784749,贸易,SMALL,HIGH,北京市,北京市,ACTIVE
100000062,苏州启元物流科技有限公司,ORGANIZATION,9144915816619507,电子,KEY,LOW,广东省,深圳市,ACTIVE
100000063,杭州远辰电子制造有限公司,ORGANIZATION,9144514882014361,制造,MEDIUM,MEDIUM,广东省,深圳市,ACTIVE
100000064,杭州安拓医疗供应链有限公司,ORGANIZATION,9144731133118307,材料,KEY,LOW,浙江省,杭州市,ACTIVE
100000065,深圳安拓贸易贸易有限公司,ORGANIZATION,9144666528976346,制造,KEY,HIGH,上海市,上海市,ACTIVE
100000066,深圳恒越供应链有限公司,ORGANIZATION,9144866533357163,制造,KEY,LOW,广东省,深圳市,ACTIVE
100000067,深圳启元供应链制造有限公司,ORGANIZATION,9144119482202674,供应链,MEDIUM,LOW,浙江省,杭州市,ACTIVE
100000068,苏州明川科技供应链有限公司,ORGANIZATION,9144176401111736,贸易,MEDIUM,MEDIUM,广东省,深圳市,ACTIVE
100000069,杭州安拓材料科技有限公司,ORGANIZATION,9144443777368334,医疗,KEY,MEDIUM,广东省,深圳市,ACTIVE
100000070,苏州启元电子制造有限公司,ORGANIZATION,9144648433258112,贸易,LARGE,LOW,北京市,北京市,ACTIVE
100000071,深圳恒越医疗制造有限公司,ORGANIZATION,9144490462379884,物流,LARGE,LOW,北京市,北京市,ACTIVE
100000072,杭州华盛材料有限公司,ORGANIZATION,9144843688354108,材料,LARGE,LOW,浙江省,杭州市,ACTIVE
100000073,深圳远辰材料贸易有限公司,ORGANIZATION,9144774294253754,医疗,KEY,LOW,上海市,上海市,ACTIVE
100000074,深圳融信医疗制造有限公司,ORGANIZATION,9144644560505739,科技,LARGE,MEDIUM,浙江省,杭州市,ACTIVE
100000075,北京融信物流供应链有限公司,ORGANIZATION,9144480179166384,制造,MEDIUM,MEDIUM,广东省,深圳市,ACTIVE
100000076,苏州嘉禾贸易贸易有限公司,ORGANIZATION,9144775610487239,电子,MEDIUM,MEDIUM,广东省,深圳市,ACTIVE
100000077,王娜琳,ORGANIZATION,9144699694103067,医疗,LARGE,LOW,浙江省,杭州市,ACTIVE
100000078,杭州恒越制造制造有限公司,ORGANIZATION,9144218376390592,贸易,MEDIUM,MEDIUM,江苏省,苏州市,ACTIVE
100000079,杭州恒越贸易科技有限公司,ORGANIZATION,9144533556473575,材料,MEDIUM,MEDIUM,北京市,北京市,ACTIVE
100000080,深圳明川物流科技有限公司,ORGANIZATION,9144495973029385,医疗,SMALL,MEDIUM,江苏省,苏州市,ACTIVE
100000081,苏州融信贸易科技有限公司,ORGANIZATION,9144623144049876,材料,MEDIUM,LOW,上海市,上海市,ACTIVE
100000082,苏州华盛贸易贸易有限公司,ORGANIZATION,9144223153060732,物流,LARGE,MEDIUM,上海市,上海市,ACTIVE
100000083,深圳华盛材料科技有限公司,ORGANIZATION,9144872871656178,电子,MEDIUM,LOW,上海市,上海市,ACTIVE
100000084,深圳远辰供应链贸易有限公司,ORGANIZATION,9144488893282253,医疗,KEY,LOW,北京市,北京市,ACTIVE
100000085,北京恒越材料制造有限公司,ORGANIZATION,9144538001454361,贸易,MEDIUM,LOW,江苏省,苏州市,ACTIVE
100000086,上海启元医疗科技有限公司,ORGANIZATION,9144156834600261,电子,KEY,LOW,上海市,上海市,ACTIVE
100000087,北京安拓供应链制造有限公司,ORGANIZATION,9144292936248351,物流,MEDIUM,LOW,广东省,深圳市,ACTIVE
100000088,深圳启元电子制造有限公司,ORGANIZATION,9144311625223853,电子,LARGE,LOW,上海市,上海市,ACTIVE
100000089,杭州远辰物流供应链有限公司,ORGANIZATION,9144105360321413,医疗,KEY,LOW,广东省,深圳市,ACTIVE
100000090,深圳安拓医疗科技有限公司,ORGANIZATION,9144343157964776,供应链,MEDIUM,LOW,上海市,上海市,ACTIVE
100000091,上海明川材料贸易有限公司,ORGANIZATION,9144690870254515,制造,MEDIUM,MEDIUM,广东省,深圳市,ACTIVE
100000092,深圳安拓制造贸易有限公司,ORGANIZATION,9144380873461000,科技,MEDIUM,LOW,上海市,上海市,ACTIVE
100000093,北京云启医疗供应链有限公司,ORGANIZATION,9144847668980598,制造,LARGE,LOW,浙江省,杭州市,ACTIVE
100000094,上海智联物流科技有限公司,ORGANIZATION,9144829326155336,物流,SMALL,LOW,江苏省,苏州市,ACTIVE
100000095,深圳智联材料科技有限公司,ORGANIZATION,9144759610231726,贸易,MEDIUM,LOW,广东省,深圳市,ACTIVE
100000096,杭州智联材料有限公司,ORGANIZATION,9144303480347115,材料,MEDIUM,HIGH,北京市,北京市,ACTIVE
100000097,北京嘉禾医疗科技有限公司,ORGANIZATION,9144513469894146,科技,SMALL,LOW,广东省,深圳市,ACTIVE
100000098,杭州明川材料科技有限公司,ORGANIZATION,9144686118082741,贸易,LARGE,LOW,浙江省,杭州市,ACTIVE
100000099,北京云启供应链科技有限公司,ORGANIZATION,9144724401657321,供应链,KEY,LOW,上海市,上海市,ACTIVE
100000100,苏州远辰制造贸易有限公司,ORGANIZATION,9144154409571483,科技,KEY,LOW,上海市,上海市,ACTIVE
100000101,上海安拓材料有限公司,ORGANIZATION,9144417730854440,科技,KEY,LOW,上海市,上海市,ACTIVE
100000102,苏州启元物流有限公司,ORGANIZATION,9144189540907419,科技,SMALL,LOW,北京市,北京市,ACTIVE
100000103,苏州华盛电子贸易有限公司,ORGANIZATION,9144720807589715,科技,MEDIUM,HIGH,浙江省,杭州市,ACTIVE
100000104,苏州远辰供应链贸易有限公司,ORGANIZATION,9144860159724595,电子,LARGE,MEDIUM,北京市,北京市,ACTIVE
100000105,苏州云启医疗供应链有限公司,ORGANIZATION,9144191826713117,医疗,MEDIUM,LOW,江苏省,苏州市,ACTIVE
100000106,苏州安拓贸易制造有限公司,ORGANIZATION,9144126213443527,电子,LARGE,LOW,广东省,深圳市,ACTIVE
100000107,上海嘉禾制造供应链有限公司,ORGANIZATION,9144560746747880,医疗,KEY,LOW,江苏省,苏州市,ACTIVE
100000108,深圳智联贸易贸易有限公司,ORGANIZATION,9144427002164659,贸易,MEDIUM,LOW,江苏省,苏州市,ACTIVE
100000109,苏州智联医疗供应链有限公司,ORGANIZATION,9144330675680000,材料,LARGE,LOW,上海市,上海市,ACTIVE
100000110,北京明川材料贸易有限公司,ORGANIZATION,9144992904379972,电子,SMALL,LOW,北京市,北京市,ACTIVE
100000111,苏州智联电子有限公司,ORGANIZATION,9144747163762980,制造,LARGE,LOW,浙江省,杭州市,ACTIVE
100000112,苏州安拓供应链贸易有限公司,ORGANIZATION,9144148534264683,电子,SMALL,LOW,北京市,北京市,ACTIVE
100000113,杭州恒越物流供应链有限公司,ORGANIZATION,9144907579231498,供应链,KEY,LOW,北京市,北京市,ACTIVE
100000114,上海远辰贸易制造有限公司,ORGANIZATION,9144532122279285,电子,LARGE,LOW,广东省,深圳市,ACTIVE
100000115,杭州启元电子科技有限公司,ORGANIZATION,9144303680400651,材料,MEDIUM,LOW,浙江省,杭州市,ACTIVE
100000116,北京远辰供应链供应链有限公司,ORGANIZATION,9144588938612271,材料,MEDIUM,HIGH,上海市,上海市,ACTIVE
100000117,北京融信电子贸易有限公司,ORGANIZATION,9144568107522363,电子,MEDIUM,LOW,上海市,上海市,ACTIVE
100000118,上海恒越物流科技有限公司,ORGANIZATION,9144286997587025,贸易,LARGE,LOW,浙江省,杭州市,ACTIVE
100000119,苏州远辰制造科技有限公司,ORGANIZATION,9144557962968917,物流,KEY,LOW,江苏省,苏州市,ACTIVE
100000120,苏州华盛科技有限公司,ORGANIZATION,9144642075774411,医疗,LARGE,MEDIUM,北京市,北京市,ACTIVE
100000121,胡伟杰,ORGANIZATION,9144404412657737,电子,LARGE,LOW,广东省,深圳市,ACTIVE
100000122,深圳云启供应链供应链有限公司,ORGANIZATION,9144567551601376,制造,KEY,LOW,上海市,上海市,ACTIVE
100000123,杭州远辰电子贸易有限公司,ORGANIZATION,9144266422547450,物流,KEY,LOW,上海市,上海市,ACTIVE
100000124,杭州嘉禾医疗有限公司,ORGANIZATION,9144324633873429,供应链,KEY,LOW,上海市,上海市,ACTIVE
100000125,深圳恒越贸易科技有限公司,ORGANIZATION,9144117493366756,电子,SMALL,LOW,上海市,上海市,ACTIVE
100000126,北京智联电子贸易有限公司,ORGANIZATION,9144689077859249,贸易,KEY,LOW,浙江省,杭州市,ACTIVE
100000127,北京明川材料贸易有限公司,ORGANIZATION,9144276142409609,材料,LARGE,LOW,江苏省,苏州市,ACTIVE
100000128,深圳恒越物流制造有限公司,ORGANIZATION,9144282823383819,贸易,MEDIUM,LOW,江苏省,苏州市,ACTIVE
100000129,深圳嘉禾科技供应链有限公司,ORGANIZATION,9144346614313333,贸易,MEDIUM,LOW,浙江省,杭州市,ACTIVE
100000130,上海云启物流有限公司,ORGANIZATION,9144418689455961,医疗,MEDIUM,MEDIUM,江苏省,苏州市,ACTIVE
100000131,北京云启供应链贸易有限公司,ORGANIZATION,9144212989897853,供应链,MEDIUM,LOW,广东省,深圳市,ACTIVE
100000132,苏州安拓电子贸易有限公司,ORGANIZATION,9144358259425584,医疗,LARGE,LOW,浙江省,杭州市,ACTIVE
100000133,上海明川制造有限公司,ORGANIZATION,9144608130312484,医疗,SMALL,LOW,北京市,北京市,ACTIVE
100000134,杭州恒越物流贸易有限公司,ORGANIZATION,9144704508393916,供应链,SMALL,LOW,江苏省,苏州市,ACTIVE
100000135,深圳华盛医疗有限公司,ORGANIZATION,9144153519565676,制造,KEY,LOW,广东省,深圳市,ACTIVE
100000136,北京远辰科技贸易有限公司,ORGANIZATION,9144405319439205,物流,MEDIUM,LOW,浙江省,杭州市,ACTIVE
100000137,北京恒越贸易供应链有限公司,ORGANIZATION,9144681846453976,贸易,MEDIUM,LOW,广东省,深圳市,ACTIVE
100000138,杭州华盛物流制造有限公司,ORGANIZATION,9144132605512667,贸易,MEDIUM,HIGH,浙江省,杭州市,ACTIVE
100000139,深圳融信材料有限公司,ORGANIZATION,9144259007905140,制造,SMALL,LOW,上海市,上海市,ACTIVE
100000140,杭州智联材料制造有限公司,ORGANIZATION,9144904476680074,医疗,MEDIUM,LOW,上海市,上海市,ACTIVE
100000141,上海明川材料科技有限公司,ORGANIZATION,9144837484392579,贸易,KEY,LOW,广东省,深圳市,ACTIVE
100000142,胡斌,ORGANIZATION,9144735071262108,供应链,MEDIUM,MEDIUM,北京市,北京市,ACTIVE
100000143,杭州明川电子制造有限公司,ORGANIZATION,9144273663568313,科技,SMALL,LOW,上海市,上海市,ACTIVE
100000144,北京华盛材料科技有限公司,ORGANIZATION,9144321106326849,电子,SMALL,LOW,广东省,深圳市,ACTIVE
100000145,苏州明川物流科技有限公司,ORGANIZATION,9144345944433737,医疗,SMALL,LOW,北京市,北京市,ACTIVE
100000146,深圳智联物流贸易有限公司,ORGANIZATION,9144885351691457,科技,MEDIUM,LOW,北京市,北京市,ACTIVE
100000147,张斌敏,ORGANIZATION,9144672416923870,材料,SMALL,MEDIUM,江苏省,苏州市,ACTIVE
100000148,深圳明川电子制造有限公司,ORGANIZATION,9144140686425436,制造,LARGE,MEDIUM,江苏省,苏州市,ACTIVE
100000149,深圳安拓医疗制造有限公司,ORGANIZATION,9144352840000370,制造,LARGE,LOW,江苏省,苏州市,ACTIVE
100000150,北京安拓贸易有限公司,ORGANIZATION,9144679181903305,科技,MEDIUM,LOW,浙江省,杭州市,ACTIVE
100000151,北京融信物流有限公司,ORGANIZATION,9144484620049657,贸易,MEDIUM,LOW,浙江省,杭州市,ACTIVE
100000152,杭州嘉禾医疗供应链有限公司,ORGANIZATION,9144766803939570,医疗,LARGE,LOW,广东省,深圳市,ACTIVE
100000153,深圳云启贸易贸易有限公司,ORGANIZATION,9144404892688739,贸易,LARGE,LOW,上海市,上海市,ACTIVE
100000154,苏州远辰科技供应链有限公司,ORGANIZATION,9144731337659962,供应链,LARGE,HIGH,江苏省,苏州市,ACTIVE
100000155,杭州融信制造制造有限公司,ORGANIZATION,9144468935934775,电子,MEDIUM,LOW,浙江省,杭州市,ACTIVE
100000156,北京云启电子供应链有限公司,ORGANIZATION,9144266877689129,制造,MEDIUM,MEDIUM,上海市,上海市,ACTIVE
100000157,深圳云启材料制造有限公司,ORGANIZATION,9144579380540253,物流,KEY,LOW,浙江省,杭州市,ACTIVE
100000158,上海嘉禾科技有限公司,ORGANIZATION,9144437535770442,制造,SMALL,LOW,浙江省,杭州市,ACTIVE
100000159,北京恒越供应链科技有限公司,ORGANIZATION,9144744339211168,制造,SMALL,HIGH,北京市,北京市,ACTIVE
100000160,深圳云启科技有限公司,ORGANIZATION,9144794434965640,科技,LARGE,LOW,北京市,北京市,ACTIVE
100000161,上海明川医疗有限公司,ORGANIZATION,9144874631375840,物流,LARGE,MEDIUM,北京市,北京市,ACTIVE
100000162,上海安拓制造有限公司,ORGANIZATION,9144389034214422,材料,SMALL,MEDIUM,广东省,深圳市,ACTIVE
100000163,深圳云启制造科技有限公司,ORGANIZATION,9144299040478522,电子,KEY,LOW,北京市,北京市,ACTIVE
100000164,深圳远辰电子供应链有限公司,ORGANIZATION,9144902465403778,制造,KEY,HIGH,北京市,北京市,ACTIVE
100000165,上海华盛供应链制造有限公司,ORGANIZATION,9144845879957720,物流,MEDIUM,LOW,上海市,上海市,ACTIVE
100000166,深圳安拓贸易科技有限公司,ORGANIZATION,9144186908663260,材料,KEY,LOW,江苏省,苏州市,ACTIVE
100000167,北京云启科技有限公司,ORGANIZATION,9144601100166806,贸易,LARGE,MEDIUM,上海市,上海市,ACTIVE
100000168,深圳明川供应链有限公司,ORGANIZATION,9144919122659797,物流,SMALL,LOW,江苏省,苏州市,ACTIVE
100000169,深圳智联科技贸易有限公司,ORGANIZATION,9144705799002193,物流,KEY,LOW,北京市,北京市,ACTIVE
100000170,上海智联物流贸易有限公司,ORGANIZATION,9144250896683014,物流,LARGE,HIGH,浙江省,杭州市,ACTIVE
100000171,苏州远辰制造贸易有限公司,ORGANIZATION,9144880254499073,物流,LARGE,LOW,江苏省,苏州市,ACTIVE
100000172,杭州启元医疗科技有限公司,ORGANIZATION,9144842462558459,供应链,KEY,MEDIUM,江苏省,苏州市,ACTIVE
100000173,深圳云启医疗科技有限公司,ORGANIZATION,9144951247352893,供应链,LARGE,LOW,北京市,北京市,ACTIVE
100000174,上海启元制造科技有限公司,ORGANIZATION,9144456175746180,科技,LARGE,LOW,江苏省,苏州市,ACTIVE
100000175,上海远辰物流贸易有限公司,ORGANIZATION,9144423672162075,供应链,KEY,LOW,广东省,深圳市,ACTIVE
100000176,杭州云启贸易供应链有限公司,ORGANIZATION,9144511331141043,材料,KEY,HIGH,广东省,深圳市,ACTIVE
100000177,深圳嘉禾供应链供应链有限公司,ORGANIZATION,9144126430174684,材料,LARGE,MEDIUM,浙江省,杭州市,ACTIVE
100000178,北京智联材料供应链有限公司,ORGANIZATION,9144929200291511,科技,SMALL,LOW,广东省,深圳市,ACTIVE
100000179,深圳安拓制造贸易有限公司,ORGANIZATION,9144976024573886,贸易,SMALL,LOW,北京市,北京市,ACTIVE
100000180,苏州嘉禾贸易科技有限公司,ORGANIZATION,9144298060795700,科技,KEY,LOW,上海市,上海市,ACTIVE
100000181,苏州远辰供应链有限公司,ORGANIZATION,9144861522077626,制造,LARGE,LOW,广东省,深圳市,ACTIVE
100000182,苏州远辰贸易供应链有限公司,ORGANIZATION,9144253873403927,供应链,LARGE,LOW,江苏省,苏州市,ACTIVE
100000183,上海嘉禾科技贸易有限公司,ORGANIZATION,9144421509071923,制造,KEY,LOW,上海市,上海市,ACTIVE
100000184,上海远辰材料科技有限公司,ORGANIZATION,9144934163476358,材料,MEDIUM,LOW,上海市,上海市,ACTIVE
100000185,北京云启科技制造有限公司,ORGANIZATION,9144291427380230,物流,KEY,LOW,上海市,上海市,ACTIVE
100000186,苏州安拓材料贸易有限公司,ORGANIZATION,9144264117216288,制造,MEDIUM,LOW,浙江省,杭州市,ACTIVE
100000187,北京嘉禾制造供应链有限公司,ORGANIZATION,9144261371667874,科技,MEDIUM,LOW,广东省,深圳市,ACTIVE
100000188,杭州安拓材料供应链有限公司,ORGANIZATION,9144661178918280,医疗,MEDIUM,LOW,北京市,北京市,ACTIVE
100000189,朱敏,ORGANIZATION,9144199288976943,材料,MEDIUM,LOW,上海市,上海市,ACTIVE
100000190,北京嘉禾材料供应链有限公司,ORGANIZATION,9144193883918840,医疗,KEY,LOW,上海市,上海市,ACTIVE
100000191,苏州智联贸易有限公司,ORGANIZATION,9144403275718221,物流,MEDIUM,LOW,上海市,上海市,ACTIVE
100000192,北京远辰电子科技有限公司,ORGANIZATION,9144776674572288,科技,MEDIUM,LOW,浙江省,杭州市,ACTIVE
100000193,杭州恒越电子贸易有限公司,ORGANIZATION,9144583159633170,科技,MEDIUM,LOW,北京市,北京市,ACTIVE
100000194,深圳恒越供应链有限公司,ORGANIZATION,9144667796009617,科技,SMALL,HIGH,广东省,深圳市,ACTIVE
100000195,杭州安拓物流贸易有限公司,ORGANIZATION,9144228621452057,医疗,LARGE,LOW,浙江省,杭州市,ACTIVE
100000196,上海云启材料有限公司,ORGANIZATION,9144490650664621,科技,LARGE,LOW,北京市,北京市,ACTIVE
100000197,杭州华盛医疗科技有限公司,ORGANIZATION,9144320027770944,供应链,LARGE,HIGH,浙江省,杭州市,ACTIVE
100000198,北京恒越贸易供应链有限公司,ORGANIZATION,9144925587602061,制造,SMALL,MEDIUM,上海市,上海市,ACTIVE
100000199,深圳融信材料制造有限公司,ORGANIZATION,9144302978869243,医疗,MEDIUM,LOW,广东省,深圳市,ACTIVE
100000200,北京启元材料科技有限公司,ORGANIZATION,9144710898131522,物流,KEY,LOW,上海市,上海市,ACTIVE
100000201,苏州安拓医疗制造有限公司,ORGANIZATION,9144382668196249,材料,SMALL,LOW,上海市,上海市,ACTIVE
100000202,刘军,ORGANIZATION,9144634768287261,材料,SMALL,HIGH,浙江省,杭州市,ACTIVE
100000203,上海华盛物流有限公司,ORGANIZATION,9144811269712487,物流,LARGE,LOW,江苏省,苏州市,ACTIVE
100000204,杭州启元电子科技有限公司,ORGANIZATION,9144537102831965,电子,SMALL,LOW,广东省,深圳市,ACTIVE
100000205,杭州远辰制造有限公司,ORGANIZATION,9144868577895598,制造,KEY,LOW,江苏省,苏州市,ACTIVE
100000206,深圳安拓医疗制造有限公司,ORGANIZATION,9144616627710002,科技,KEY,LOW,浙江省,杭州市,ACTIVE
100000207,杭州智联物流供应链有限公司,ORGANIZATION,9144939737446040,医疗,LARGE,LOW,北京市,北京市,ACTIVE
100000208,苏州华盛材料科技有限公司,ORGANIZATION,9144584108080333,科技,MEDIUM,LOW,浙江省,杭州市,ACTIVE
100000209,深圳恒越电子科技有限公司,ORGANIZATION,9144233198169302,供应链,KEY,LOW,北京市,北京市,ACTIVE
100000210,杭州安拓物流制造有限公司,ORGANIZATION,9144802146534620,医疗,MEDIUM,HIGH,浙江省,杭州市,ACTIVE
100000211,上海明川物流科技有限公司,ORGANIZATION,9144370967252912,制造,KEY,LOW,广东省,深圳市,ACTIVE
100000212,杭州安拓供应链制造有限公司,ORGANIZATION,9144375456577228,科技,KEY,HIGH,江苏省,苏州市,ACTIVE
100000213,北京启元制造有限公司,ORGANIZATION,9144656791082245,物流,MEDIUM,LOW,北京市,北京市,ACTIVE
100000214,杭州融信材料贸易有限公司,ORGANIZATION,9144175844359481,科技,MEDIUM,LOW,江苏省,苏州市,ACTIVE
100000215,上海华盛医疗有限公司,ORGANIZATION,9144611444520093,科技,LARGE,LOW,上海市,上海市,ACTIVE
100000216,苏州明川供应链贸易有限公司,ORGANIZATION,9144789643017546,制造,KEY,LOW,浙江省,杭州市,ACTIVE
100000217,杭州融信物流贸易有限公司,ORGANIZATION,9144511650513492,物流,KEY,LOW,浙江省,杭州市,ACTIVE
100000218,北京安拓物流有限公司,ORGANIZATION,9144344746110433,供应链,LARGE,MEDIUM,江苏省,苏州市,ACTIVE
