bank_account_id,bank_name,branch_name,bank_account_num,account_name,account_type,status
600000107,兴业银行,兴业银行苏州虎丘支行,622200000000000107,上海嘉禾制造供应链有限公司,PUBLIC,ACTIVE
600000108,招商银行,招商银行苏州虎丘支行,622200000000000108,深圳智联贸易贸易有限公司,PUBLIC,ACTIVE
600000109,中国农业银行,中国农业银行上海浦东新支行,622200000000000109,苏州智联医疗供应链有限公司,PUBLIC,ACTIVE
600000110,平安银行,平安银行北京丰台支行,622200000000000110,北京明川材料贸易有限公司,PUBLIC,ACTIVE
600000111,中国建设银行,中国建设银行杭州西湖支行,622200000000000111,苏州智联电子有限公司,PUBLIC,ACTIVE
600000112,中国农业银行,中国农业银行北京朝阳支行,622200000000000112,苏州安拓供应链贸易有限公司,PUBLIC,ACTIVE
600000113,中国银行,中国银行北京丰台支行,622200000000000113,杭州恒越物流供应链有限公司,PUBLIC,ACTIVE
600000114,招商银行,招商银行深圳福田支行,622200000000000114,上海远辰贸易制造有限公司,PUBLIC,ACTIVE
600000115,交通银行,交通银行杭州西湖支行,622200000000000115,杭州启元电子科技有限公司,PUBLIC,ACTIVE
600000116,招商银行,招商银行上海徐汇支行,622200000000000116,北京远辰供应链供应链有限公司,PUBLIC,ACTIVE
600000117,中国建设银行,中国建设银行上海闵行支行,622200000000000117,北京融信电子贸易有限公司,PUBLIC,ACTIVE
600000118,中国建设银行,中国建设银行杭州余杭支行,622200000000000118,上海恒越物流科技有限公司,PUBLIC,ACTIVE
600000119,招商银行,招商银行苏州工业园支行,622200000000000119,苏州远辰制造科技有限公司,PUBLIC,ACTIVE
600000120,平安银行,平安银行北京丰台支行,622200000000000120,苏州华盛科技有限公司,PUBLIC,ACTIVE
600000121,招商银行,招商银行深圳福田支行,622200000000000121,胡伟杰,PUBLIC,ACTIVE
600000122,中国建设银行,中国建设银行上海浦东新支行,622200000000000122,深圳云启供应链供应链有限公司,PUBLIC,ACTIVE
600000123,中国建设银行,中国建设银行上海徐汇支行,622200000000000123,杭州远辰电子贸易有限公司,PUBLIC,ACTIVE
600000124,中国建设银行,中国建设银行上海徐汇支行,622200000000000124,杭州嘉禾医疗有限公司,PUBLIC,ACTIVE
600000125,中信银行,中信银行上海闵行支行,622200000000000125,深圳恒越贸易科技有限公司,PUBLIC,ACTIVE
600000126,中信银行,中信银行杭州滨江支行,622200000000000126,北京智联电子贸易有限公司,PUBLIC,ACTIVE
600000127,中国农业银行,中国农业银行苏州吴中支行,622200000000000127,北京明川材料贸易有限公司,PUBLIC,ACTIVE
600000128,中国建设银行,中国建设银行苏州吴中支行,622200000000000128,深圳恒越物流制造有限公司,PUBLIC,ACTIVE
600000129,中国建设银行,中国建设银行杭州余杭支行,622200000000000129,深圳嘉禾科技供应链有限公司,PUBLIC,ACTIVE
600000130,中国银行,中国银行苏州虎丘支行,622200000000000130,上海云启物流有限公司,PUBLIC,ACTIVE
600000131,中国建设银行,中国建设银行深圳福田支行,622200000000000131,北京云启供应链贸易有限公司,PUBLIC,ACTIVE
600000132,招商银行,招商银行杭州西湖支行,622200000000000132,苏州安拓电子贸易有限公司,PUBLIC,ACTIVE
600000133,平安银行,平安银行北京海淀支行,622200000000000133,上海明川制造有限公司,PUBLIC,ACTIVE
600000134,中国银行,中国银行苏州虎丘支行,622200000000000134,杭州恒越物流贸易有限公司,PUBLIC,ACTIVE
600000135,中信银行,中信银行深圳南山支行,622200000000000135,深圳华盛医疗有限公司,PUBLIC,ACTIVE
600000136,浦发银行,浦发银行杭州西湖支行,622200000000000136,北京远辰科技贸易有限公司,PUBLIC,ACTIVE
600000137,招商银行,招商银行深圳福田支行,622200000000000137,北京恒越贸易供应链有限公司,PUBLIC,ACTIVE
600000138,中国农业银行,中国农业银行杭州余杭支行,622200000000000138,杭州华盛物流制造有限公司,PUBLIC,ACTIVE
600000139,中信银行,中信银行上海浦东新支行,622200000000000139,深圳融信材料有限公司,PUBLIC,ACTIVE
600000140,平安银行,平安银行上海徐汇支行,622200000000000140,杭州智联材料制造有限公司,PUBLIC,ACTIVE
600000141,交通银行,交通银行深圳南山支行,622200000000000141,上海明川材料科技有限公司,PUBLIC,ACTIVE
600000142,招商银行,招商银行北京海淀支行,622200000000000142,胡斌,PUBLIC,ACTIVE
600000143,浦发银行,浦发银行上海闵行支行,622200000000000143,杭州明川电子制造有限公司,PUBLIC,ACTIVE
600000144,兴业银行,兴业银行深圳福田支行,622200000000000144,北京华盛材料科技有限公司,PUBLIC,ACTIVE
600000145,交通银行,交通银行北京海淀支行,622200000000000145,苏州明川物流科技有限公司,PUBLIC,ACTIVE
600000146,中国农业银行,中国农业银行北京丰台支行,622200000000000146,深圳智联物流贸易有限公司,PUBLIC,ACTIVE
600000147,中信银行,中信银行苏州虎丘支行,622200000000000147,张斌敏,PUBLIC,ACTIVE
600000148,中信银行,中信银行苏州虎丘支行,622200000000000148,深圳明川电子制造有限公司,PUBLIC,ACTIVE
600000149,中信银行,中信银行苏州虎丘支行,622200000000000149,深圳安拓医疗制造有限公司,PUBLIC,ACTIVE
600000150,兴业银行,兴业银行杭州余杭支行,622200000000000150,北京安拓贸易有限公司,PUBLIC,ACTIVE
600000151,中信银行,中信银行杭州滨江支行,622200000000000151,北京融信物流有限公司,PUBLIC,ACTIVE
600000152,中国银行,中国银行深圳福田支行,622200000000000152,杭州嘉禾医疗供应链有限公司,PUBLIC,ACTIVE
600000153,浦发银行,浦发银行上海闵行支行,622200000000000153,深圳云启贸易贸易有限公司,PUBLIC,ACTIVE
600000154,兴业银行,兴业银行苏州虎丘支行,622200000000000154,苏州远辰科技供应链有限公司,PUBLIC,ACTIVE
600000155,交通银行,交通银行杭州西湖支行,622200000000000155,杭州融信制造制造有限公司,PUBLIC,ACTIVE
600000156,中国农业银行,中国农业银行上海浦东新支行,622200000000000156,北京云启电子供应链有限公司,PUBLIC,ACTIVE
600000157,浦发银行,浦发银行杭州西湖支行,622200000000000156,深圳云启材料制造有限公司,PUBLIC,ACTIVE
600000158,浦发银行,浦发银行杭州余杭支行,622200000000000158,上海嘉禾科技有限公司,PUBLIC,ACTIVE
600000159,招商银行,招商银行北京朝阳支行,622200000000000159,北京恒越供应链科技有限公司,PUBLIC,ACTIVE
600000160,平安银行,平安银行北京朝阳支行,622200000000000160,深圳云启科技有限公司,PUBLIC,ACTIVE
600000161,兴业银行,兴业银行北京朝阳支行,622200000000000161,上海明川医疗有限公司,PUBLIC,ACTIVE
600000162,交通银行,交通银行深圳宝安支行,622200000000000162,上海安拓制造有限公司,PUBLIC,ACTIVE
600000163,兴业银行,兴业银行北京丰台支行,622200000000000163,深圳云启制造科技有限公司,PUBLIC,ACTIVE
600000164,中国建设银行,中国建设银行北京丰台支行,622200000000000164,深圳远辰电子供应链有限公司,PUBLIC,ACTIVE
600000165,中国农业银行,中国农业银行上海浦东新支行,622200000000000165,上海华盛供应链制造有限公司,PUBLIC,ACTIVE
600000166,兴业银行,兴业银行苏州工业园支行,622200000000000166,深圳安拓贸易科技有限公司,PUBLIC,ACTIVE
600000167,平安银行,平安银行上海徐汇支行,622200000000000167,北京云启科技有限公司,PUBLIC,ACTIVE
600000168,中信银行,中信银行苏州吴中支行,622200000000000168,深圳明川供应链有限公司,PUBLIC,ACTIVE
600000169,中国农业银行,中国农业银行北京海淀支行,622200000000000169,深圳智联科技贸易有限公司,PUBLIC,ACTIVE
600000170,浦发银行,浦发银行杭州滨江支行,622200000000000170,上海智联物流贸易有限公司,PUBLIC,ACTIVE
600000171,中国工商银行,中国工商银行苏州吴中支行,622200000000000171,苏州远辰制造贸易有限公司,PUBLIC,ACTIVE
600000172,中国工商银行,中国工商银行苏州工业园支行,622200000000000172,杭州启元医疗科技有限公司,PUBLIC,ACTIVE
600000173,中国农业银行,中国农业银行北京朝阳支行,622200000000000173,深圳云启医疗科技有限公司,PUBLIC,ACTIVE
600000174,交通银行,交通银行苏州工业园支行,622200000000000174,上海启元制造科技有限公司,PUBLIC,ACTIVE
600000175,交通银行,交通银行深圳福田支行,622200000000000175,上海远辰物流贸易有限公司,PUBLIC,ACTIVE
600000176,中国建设银行,中国建设银行深圳福田支行,622200000000000176,杭州云启贸易供应链有限公司,PUBLIC,ACTIVE
600000177,招商银行,招商银行杭州西湖支行,622200000000000177,深圳嘉禾供应链供应链有限公司,PUBLIC,ACTIVE
600000178,招商银行,招商银行深圳福田支行,622200000000000178,北京智联材料供应链有限公司,PUBLIC,ACTIVE
600000179,中国工商银行,中国工商银行北京丰台支行,622200000000000179,深圳安拓制造贸易有限公司,PUBLIC,ACTIVE
600000180,招商银行,招商银行上海浦东新支行,622200000000000180,苏州嘉禾贸易科技有限公司,PUBLIC,ACTIVE
600000181,中国银行,中国银行深圳南山支行,622200000000000180,苏州远辰供应链有限公司,PUBLIC,ACTIVE
600000182,中国工商银行,中国工商银行苏州虎丘支行,622200000000000182,苏州远辰贸易供应链有限公司,PUBLIC,ACTIVE
600000183,中国工商银行,中国工商银行上海闵行支行,622200000000000183,上海嘉禾科技贸易有限公司,PUBLIC,ACTIVE
600000184,中国银行,中国银行上海徐汇支行,622200000000000184,上海远辰材料科技有限公司,PUBLIC,ACTIVE
600000185,中信银行,中信银行上海徐汇支行,622200000000000185,北京云启科技制造有限公司,PUBLIC,ACTIVE
600000186,中信银行,中信银行杭州滨江支行,622200000000000186,苏州安拓材料贸易有限公司,PUBLIC,ACTIVE
600000187,平安银行,平安银行深圳南山支行,622200000000000187,北京嘉禾制造供应链有限公司,PUBLIC,ACTIVE
600000188,中国建设银行,中国建设银行北京丰台支行,622200000000000188,杭州安拓材料供应链有限公司,PUBLIC,ACTIVE
600000189,中信银行,中信银行上海徐汇支行,622200000000000189,朱敏,PUBLIC,ACTIVE
600000190,中国建设银行,中国建设银行上海浦东新支行,622200000000000190,北京嘉禾材料供应链有限公司,PUBLIC,ACTIVE
600000191,浦发银行,浦发银行上海闵行支行,622200000000000191,苏州智联贸易有限公司,PUBLIC,ACTIVE
600000192,中国农业银行,中国农业银行杭州余杭支行,622200000000000192,北京远辰电子科技有限公司,PUBLIC,ACTIVE
600000193,平安银行,平安银行北京海淀支行,622200000000000193,杭州恒越电子贸易有限公司,PUBLIC,ACTIVE
600000194,浦发银行,浦发银行深圳福田支行,622200000000000194,深圳恒越供应链有限公司,PUBLIC,ACTIVE
600000195,中国银行,中国银行杭州滨江支行,622200000000000195,杭州安拓物流贸易有限公司,PUBLIC,ACTIVE
600000196,交通银行,交通银行北京丰台支行,622200000000000196,上海云启材料有限公司,PUBLIC,ACTIVE
600000197,兴业银行,兴业银行杭州滨江支行,622200000000000197,杭州华盛医疗科技有限公司,PUBLIC,ACTIVE
600000198,中国工商银行,中国工商银行上海闵行支行,622200000000000198,北京恒越贸易供应链有限公司,PUBLIC,ACTIVE
600000199,兴业银行,兴业银行深圳宝安支行,622200000000000199,深圳融信材料制造有限公司,PUBLIC,ACTIVE
600000200,中国工商银行,中国工商银行上海徐汇支行,622200000000000200,北京启元材料科技有限公司,PUBLIC,ACTIVE
600000201,浦发银行,浦发银行上海浦东新支行,622200000000000201,苏州安拓医疗制造有限公司,PUBLIC,ACTIVE
600000202,中国农业银行,中国农业银行杭州西湖支行,622200000000000202,刘军,PUBLIC,ACTIVE
600000203,兴业银行,兴业银行苏州工业园支行,622200000000000203,上海华盛物流有限公司,PUBLIC,ACTIVE
600000204,中信银行,中信银行深圳南山支行,622200000000000204,杭州启元电子科技有限公司,PUBLIC,ACTIVE
600000205,浦发银行,浦发银行苏州虎丘支行,622200000000000205,杭州远辰制造有限公司,PUBLIC,ACTIVE
600000206,中信银行,中信银行杭州滨江支行,622200000000000205,深圳安拓医疗制造有限公司,PUBLIC,ACTIVE
600000207,中国建设银行,中国建设银行北京海淀支行,622200000000000207,杭州智联物流供应链有限公司,PUBLIC,ACTIVE
600000208,中信银行,中信银行杭州余杭支行,622200000000000208,苏州华盛材料科技有限公司,PUBLIC,ACTIVE
600000209,中国工商银行,中国工商银行北京朝阳支行,622200000000000209,深圳恒越电子科技有限公司,PUBLIC,ACTIVE
600000210,中国银行,中国银行杭州西湖支行,622200000000000210,杭州安拓物流制造有限公司,PUBLIC,ACTIVE
600000211,中国工商银行,中国工商银行深圳宝安支行,622200000000000211,上海明川物流科技有限公司,PUBLIC,ACTIVE
600000212,兴业银行,兴业银行苏州虎丘支行,622200000000000212,杭州安拓供应链制造有限公司,PUBLIC,ACTIVE
600000213,中国银行,中国银行北京海淀支行,622200000000000213,北京启元制造有限公司,PUBLIC,ACTIVE
600000214,中国银行,中国银行苏州虎丘支行,622200000000000214,杭州融信材料贸易有限公司,PUBLIC,ACTIVE
600000215,中国工商银行,中国工商银行上海徐汇支行,622200000000000215,上海华盛医疗有限公司,PUBLIC,ACTIVE
600000216,兴业银行,兴业银行杭州西湖支行,622200000000000216,苏州明川供应链贸易有限公司,PUBLIC,ACTIVE
600000217,浦发银行,浦发银行杭州西湖支行,622200000000000217,杭州融信物流贸易有限公司,PUBLIC,ACTIVE
600000218,浦发银行,浦发银行苏州吴中支行,622200000000000218,北京安拓物流有限公司,PUBLIC,ACTIVE
600000219,平安银行,平安银行上海浦东新支行,622200000000000219,北京恒越制造科技有限公司,PUBLIC,ACTIVE
600000220,中国农业银行,中国农业银行苏州虎丘支行,622200000000000220,马娜,PUBLIC,ACTIVE
600000221,中国农业银行,中国农业银行北京朝阳支行,622200000000000221,北京安拓电子科技有限公司,PUBLIC,ACTIVE
600000222,交通银行,交通银行北京海淀支行,622200000000000222,上海嘉禾供应链科技有限公司,PUBLIC,ACTIVE
600000223,中国工商银行,中国工商银行杭州西湖支行,622200000000000223,北京云启供应链科技有限公司,PUBLIC,ACTIVE
600000224,兴业银行,兴业银行杭州西湖支行,622200000000000224,上海启元材料贸易有限公司,PUBLIC,ACTIVE
600000225,中国工商银行,中国工商银行北京朝阳支行,622200000000000225,苏州明川科技制造有限公司,PUBLIC,ACTIVE
600000226,中国建设银行,中国建设银行苏州吴中支行,622200000000000226,北京远辰科技制造有限公司,PUBLIC,ACTIVE
600000227,中信银行,中信银行苏州吴中支行,622200000000000227,杭州智联供应链贸易有限公司,PUBLIC,ACTIVE
600000228,中国银行,中国银行深圳南山支行,622200000000000228,上海远辰贸易有限公司,PUBLIC,ACTIVE
600000229,中国农业银行,中国农业银行深圳福田支行,622200000000000229,上海华盛供应链贸易有限公司,PUBLIC,ACTIVE
600000230,平安银行,平安银行北京丰台支行,622200000000000230,北京嘉禾供应链科技有限公司,PUBLIC,ACTIVE
600000231,招商银行,招商银行北京丰台支行,622200000000000231,北京安拓科技科技有限公司,PUBLIC,ACTIVE
600000232,中国建设银行,中国建设银行上海徐汇支行,622200000000000232,北京安拓电子贸易有限公司,PUBLIC,ACTIVE
600000233,中国农业银行,中国农业银行深圳南山支行,622200000000000233,北京融信制造供应链有限公司,PUBLIC,ACTIVE
600000234,招商银行,招商银行深圳宝安支行,622200000000000234,吴伟颖,PUBLIC,ACTIVE
600000235,浦发银行,浦发银行深圳宝安支行,622200000000000235,陈磊,PUBLIC,ACTIVE
600000236,平安银行,平安银行北京朝阳支行,622200000000000236,深圳明川医疗制造有限公司,PUBLIC,ACTIVE
600000237,中国银行,中国银行苏州虎丘支行,622200000000000237,北京华盛医疗供应链有限公司,PUBLIC,ACTIVE
